que that
nuestros our
congo congo
presidentes presidents
presidentes chairpersons
presidentes chairmen
continua continues
continua continuous
continua continuing
kim kim
candidatos candidates
candidatos candidate
dibujos drawings
escritora writer
puedo can
investigadores researchers
investigadores investigators
checa czech
departamentos departments
bordo aboard
ejercicio exercise
rioja rioja
apariencia appearance
oferta offer
variedades varieties
ventaja advantage
revela reveal
revela reveals
peruana peruvian
remix remix
literario literary
libertadores liberators
libertadores libertadores
humor humor
humor mood
humor humour
influencias influence
influencias influences
bomba pump
bomba bomb
verlag verlag
sujeto subject
mostrar show
mostrar display
necesaria necessary
adolfo adolfo
adolfo adolph
adolfo adolf
adolfo adolphe
cien hundred
cien cien
arquitectos architect
arquitectos architects
ganadora winner
arkansas arkansas
editar edit
editar editing
alan alan
monedas currencies
monedas coins
monedas coin
das das
victor victor
integrada integrated
consenso consensus
himno hymn
himno anthem
chrysomelidae chrysomelidae
cristal crystal
cristal cristal
cristal glass
bella belle
bella bella
visual visual
bloque bloc
bloque block
presupuesto budget
desconocido unknown
ligas leagues
ligas garters
ligas league
almirante admiral
calendario schedule
calendario timetable
calendario calendar
siria syria
siria syrian
play play
pensar thinking
pensar think
empate tie
empate draw
tono tone
tono ringtone
adn dna
representado represented
representado depicted
confianza confidence
confianza trust
confianza trusted
colecciones collections
exilio exile
funciona works
not not
excelente excellent
determinado determined
veracruz veracruz
ido gone
ido ido
uruguayo uruguayan
publicidad advertisements
publicidad advertise
publicidad publicity
publicidad advertising
publicidad advertisement
polaco polish
polaco polack
atacar attack
atacar attacking
parques park
parques parks
centrales central
progreso progress
cup cup
nosotros we
nosotros us
selva forests
selva rainforest
selva jungle
selva wilderness
selva forest
florencia florence
elegir choice
elegir choose
elegir choosing
elegir pick
defender defender
defender defend
defender defending
marcelo marcelo
marcelo marcellus
marcelo marcello
secuencia sequencing
secuencia carousel
secuencia sequence
michel michel
millas miles
rurales rural
situaciones situations
permitir permitting
permitir allowing
permitir allow
permitir permit
samuel samuel
modernos modern
porcentaje percentages
porcentaje percent
porcentaje percentage
mata kill
mata kills
mata mata
uniforme uniforms
uniforme uniform
aventura adventure
compone compose
brazo arm
brazo arms
sal salt
sal sal
body body
borrar erase
borrar delete
ruinas ruins
observar observe
parecido similar
parecido resemblance
parecido similarity
aceite oil
playstation playstation
giovanni giovanni
eliminado deleted
eliminado eliminated
eliminado removed
microsoft microsoft
ariel ariel
sant sant
regla ruler
regla rule
douglas douglas
tumba tomb
tumba graves
tumba grave
empleado employee
empleado clerk
cuidado beware
cuidado careful
cuidado care
belgrano belgrano
bulgaria bulgaria
sun sun
alias alias
alias aka
alias aliases
kevin kevin
venezolano venezuelan
ideal ideal
alrededores surroundings
previa prior
previa preview
mecanismo mechanism
wrestling wrestling
atp atp
rocas rock
rocas rocks
trama plot
renacimiento renaissance
renacimiento revival
renacimiento rebirth
dama lady
dificultades difficulty
dificultades difficulties
seguidores followers
seguidores supporters
parroquial parochial
argumentos arguments
mauricio mauritius
mauricio mauricio
mauricio maurice
asociaciones associations
asociaciones partnerships
flujo flux
flujo flow
eva eva
eva eve
italianos italians
italianos italian
conceptos concepts
east east
placa plate
placa badge
placa plaque
mtv mtv
rosas roses
rosas rosas
logrado accomplished
logrado managed
logrado achieved
municipalidad municipality
criterio criteria
criterio criterion
fiscal fiscal
fiscal prosecutor
hoja leaf
hoja blade
hoja sheet
cuadrados sq
cuadrados squares
rose rose
aprendizaje apprenticeship
aprendizaje learning
grabar recording
grabar record
sexta sixth
sexta sexta
blog blog
relato tale
onda wave
capaces capable
interesante interesting
abc abc
reformas reform
reformas renovations
reformas reforms
esposo husband
fenner fenner
gray gray
variantes variants
variantes variations
luisa lois
luisa louisa
luisa louise
representar represent
representar representing
publicados posted
publicados published
creando creating
respeto respect
correo courier
correo mail
correo mailing
correo email
destinado destined
delgado delgado
delgado slim
delgado thin
delgado slender
asentamiento settlement
guadalupe guadalupe
guadalupe guadeloupe
variable variable
abre open
abre opens
griegos greeks
griegos greek
caracteres characters
llevaba wore
grabaciones recordings
intercambio interchange
intercambio exchange
intercambio swap
aviso notice
aviso warning
psoe psoe
absoluta absolute
vendido sold
unirse join
unirse joining
famosos famous
famosos celebrity
famosos celebrities
duro rough
duro hard
duro tough
arizona arizona
cristianismo christianity
huevos eggs
dibujo drawing
concreto concrete
tradicionalmente traditionally
decisiones decisions
esculturas sculptures
emplea employs
tango tango
patio courtyard
patio backyard
patio yard
patio patio
conocimientos knowledge
angel angel
administrativo clerical
administrativo administrative
adam adam
brillante brilliant
brillante bright
brillante shiny
brillante shining
reconocida acknowledged
reconocida recognized
reconocida recognised
mide measure
leche milk
sociedades societies
pagar paying
pagar pay
soldado soldier
soldado welded
pleno plenum
pleno plenary
jose jose
jose kenneth
jose david
puertos harbours
puertos ports
puertos marinas
puertos port
cincuenta fifty
salta jump
salta skip
salta jumps
salta salta
ribera ribera
ribera riverside
ribera riverbank
croacia croatia
croacia croatian
tormenta thunderstorm
tormenta storm
francis francis
deportista athlete
deportista sportsman
genera generates
genera generate
rebeldes rebels
rebeldes rebel
visitantes visitors
visitantes visitor
colo colo
cabrera cabrera
ropa clothing
ropa apparel
ropa clothes
propuesto proposed
acabar finish
soledad loneliness
soledad solitude
soledad lonely
soledad soledad
localizado located
localizado localized
tiendas shopping
tiendas shops
tiendas stores
tiendas tents
premier premier
cuello necks
cuello neck
cuello collar
nick nick
propuestas proposals
propuestas proposed
orientales oriental
orientales eastern
asalto assault
compromiso engagement
compromiso compromise
compromiso commitment
palacios palacios
palacios palaces
consecuencias implications
consecuencias consequences
ranking ranking
ranking rankings
mateo matthew
mateo mateo
abuelo grandpa
abuelo grandfather
propuso proposed
novia girlfriend
novia bride
contienen contain
filas ranks
filas rows
anexo annex
heridos injured
heridos wounded
heridos injuries
activos active
activos assets
activos asset
viva viva
viva live
viva alive
quince quince
quince fifteen
minerales minerals
minerales mineral
miedo scary
miedo fear
colombiana columbian
colombiana colombian
vapor vapor
vapor steam
vapor vapour
nazi nazi
comenzar begin
comenzar commence
servir serving
servir serve
death death
stephen stephen
navidad christmas
navidad xmas
promover promote
intelectual intellectual
luchar fight
traslado transfer
traslado relocation
pertenecen belong
resolver resolve
resolver solving
resolver solve
andrew andrew
cuentas beads
cuentas accounts
desaparecidos disappeared
desaparecidos missing
lluvia rain
interno intern
interno internal
tradiciones traditions
tradiciones tradition
industriales industrial
industriales industrialists
dispositivos device
dispositivos devices
creciente growing
creciente increasing
marcador bookmark
marcador marker
marcador scoreboard
celebrado celebrated
crucero cruising
crucero cruiser
crucero cruise
apariciones apparitions
apariciones appearances
pesos weights
pesos pesos
ocupar occupy
videos videos
directora director
directora headmistress
indias indies
road road
coste cost
coste costs
realizando performing
polo polo
polo pole
sporting sporting
nebraska nebraska
medias stockings
medias pantyhose
medias averages
medias stocking
medias socks
fundadores founders
fundadores founding
fundadores founder
maya maya
bruce bruce
firmado signed
clientes customer
clientes customers
clientes clients
clientes client
barra barra
barra bar
barra toolbar
destruir destroying
destruir destroy
mente mind
limitada limited
tus tus
tus your
relatos stories
relatos tales
relatos accounts
protagonistas starring
protagonistas protagonists
tribus tribes
cientos hundreds
siglas acronym
siglas abbreviations
siglas acronyms
teclados keyboard
teclados keyboards
union union
meridional southern
invitados invited
invitados guests
invitados guest
carbono carbon
johnny johnny
sony sony
wild wild
plazas places
plazas squares
leonardo leonardo
prefectura prefectural
prefectura prefectures
prefectura prefecture
occidentales westerners
occidentales western
existente existent
existente existing
techo roof
implica implies
implica involves
doctorado doctorate
doctorado doctoral
doctorado phd
comando command
comando commando
jimmy jimmy
incendio fire
incendio arson
intentos attempts
cae falls
hitler hitler
cuestiones questions
cuestiones issues
marta marta
marta marten
marta martha
culturas cultures
costumbres custom
costumbres habits
costumbres customs
riqueza riches
riqueza wealth
riqueza richness
altar altar
triple triple
hogares homes
hogares households
infraestructura infrastructure
dispositivo device
frutos fruit
frutos fruits
derrotar defeating
josep josep
song song
solicitud application
solicitud request
silla chair
silla saddle
fronteras boundaries
fronteras borders
fronteras border
fronteras frontiers
construcciones construction
construcciones constructions
construcciones buildings
emmy emmy
johann johann
system system
gato cat
sueco swedish
sueco swede
albacete albacete
sonidos sounds
sonidos noises
salvar salvage
salvar save
atlanta atlanta
nobel nobel
friedrich friedrich
composiciones compositions
individuo individual
siente feel
siente feels
dividido divided
giro twist
giro giro
men men
medallistas medalists
trece trece
trece thirteen
crimen crime
correcto right
correcto correct
esclavos slave
esclavos slaves
comics comics
aguilar aguilar
vuelos flights
abrir open
abrir opening
largos long
inmediato immediately
inmediato immediate
interpreta interprets
interpreta interpret
aparentemente ostensibly
aparentemente apparently
aparentemente seemingly
trujillo trujillo
band band
procedimiento procedure
album album
periodismo journalism
cuartel barracks
cuartel headquarters
network network
elizabeth elizabeth
perspectiva outlook
perspectiva perspective
perspectiva perspectives
cuevas caves
cuevas cuevas
correspondientes corresponding
suprema supreme
hijas daughters
gama range
gama gamut
gama gama
gama gamma
inc inc
foro forum
copia copy
copia copies
copia copying
muros walls
articulo article
retorno return
sands sands
europeas european
soto soto
segura safe
segura secure
segura segura
cuarenta forties
cuarenta forty
costo cost
costo costs
nativos native
nativos natives
conferencias lectures
conferencias conferences
ajedrez chess
trabajado worked
cesar cesar
cesar cease
cesar caesar
conciencia conscience
conciencia consciousness
conciencia awareness
seminario seminary
seminario seminar
palmas palmas
palmas palms
vidas lives
cobertura coverage
jefes chiefs
jefes bosses
gusta likes
entradas tickets
entradas entries
pelo hair
estatus status
estatus statuses
monterrey monterrey
monterrey monterey
miller miller
seco dry
seco dried
howard howard
lisa lisa
cumbre summit
mexicanos mexicans
mexicanos mexican
residentes resident
residentes residents
patrick patrick
conservador tory
conservador curator
conservador conservative
rueda wheel
rueda rueda
valles valleys
completar completing
completar complete
pacto covenant
pacto compact
pacto pact
llamar call
llamar calling
contribuciones contributions
opiniones reviews
opiniones opinions
segovia segovia
brazos arms
moore moore
consejero adviser
consejero counsellor
consejero advisor
consejero counselor
website website
interpretar interpreting
interpretar interpret
isidro isidro
off off
autopista motorway
autopista expressway
autopista freeway
autopista highway
arts arts
circunstancias circumstance
circunstancias circumstances
parcial biased
parcial partial
originaria originating
clan clan
incluidos included
incluidos including
juniors juniors
historial history
billy billy
impuestos taxation
impuestos tax
impuestos taxes
reloj watch
reloj clock
delta delta
pardo pardo
singles singles
extremadura extremadura
intensidad intensity
toronto toronto
definir defining
definir define
liberales liberals
liberales liberal
gabinete cabinet
fray fray
villas villas
equilibrio balance
equilibrio balancing
equilibrio equilibrium
esquina corner
allen allen
recuerdo souvenir
recuerdo memory
japoneses japanese
sucedido succeeded
inmigrantes migrants
inmigrantes immigrants
inmigrantes immigrant
pared wall
henri henri
aceptado accepted
tropicales tropical
designados designated
designados appointed
designados appointees
cima top
cima summit
elevado elevated
airlines airlines
della della
perdiendo losing
anthony anthony
pos pos
goleador scorer
atletismo track
atletismo athletics
heavy heavy
silencio hush
silencio quiet
silencio silence
silencio silent
trofeo trophy
ocupado busy
ocupado occupied
pobres poor
tratados treaties
particulares individuals
presa dam
presa prey
oportunidades opportunity
oportunidades opportunities
nevada nevada
nevada snowfall
usados used
circular circular
lobo lobo
lobo wolf
dividida divided
dividida split
incremento increase
incremento increment
ambiental environmental
ambiental ambient
nobleza nobility
cultivos crops
cultivos cultures
cultivos crop
considerados considered
escultores sculptors
gusto taste
gusto gusto
gimnasia gym
gimnasia gymnastics
refugio shelter
refugio refuge
renuncia resignation
renuncia waiver
renuncia resign
renuncia disclaimer
jugado played
rasgos traits
rasgos features
cantar sing
cantar singing
end end
pino pino
pino pine
usualmente usually
pamplona pamplona
antioquia antioch
antioquia antioquia
ortega ortega
absoluto absolute
herramienta tool
institute institute
camiseta shirt
camiseta jersey
registrado recorded
registrado registered
registrado logged
cabello hair
reinos realms
reinos kingdoms
mix mix
permiso permit
permiso permission
musulmanes muslims
musulmanes muslim
diversidad diversity
two two
andy andy
testamento testament
testamento will
sudeste southeast
sudeste southeastern
alfred alfred
cortos short
cortos shorts
julia julia
medallista medalist
fracaso fail
fracaso failure
fracaso failed
masculinos masculine
superar surpass
superar overcoming
superar overcome
drogas drugs
fans fans
cantidades amounts
cantidades quantities
centenario centenary
centenario centennial
mac mac
cuerdas ropes
cuerdas cords
cuerdas strings
selecciones selections
anti anti
artificial artificial
nominaciones nominations
bay bay
villanueva villanueva
villanueva valerie
muestras sample
muestras samples
muestras sampling
tomaron took
like like
obrero workman
obrero worker
issn issn
traducido translated
cerebro brain
cerebro brains
sombra shadows
sombra shadow
sombra shade
mercados marketplaces
mercados markets
iniciar initiate
toneladas tonnes
toneladas tons
toneladas ton
indican indicate
senadores senators
cambiado changed
deuda debt
dark dark
chilenos chileans
chilenos chilean
bell bell
ciclistas cyclists
fuertemente strongly
fuertemente tightly
fuertemente heavily
secundarios secondary
proporciona provides
vientos winds
experimental experimental
bancos banks
bancos banking
bancos benches
seleccionado selected
indio indio
indio indian
dudas doubt
dudas doubts
vieron saw
cali cali
parcialmente partly
parcialmente partially
dirigir directing
bravo bravo
pastor preacher
pastor shepherd
pastor pastor
pastor minister
traje outfit
traje costume
traje suit
flag flag
monarca monarch
cifra figure
murieron died
escuadra squadron
escuadra squad
profesora professor
profesora teacher
enfrentamiento showdown
enfrentamiento confrontation
enfrentamiento clash
enfrentamiento standoff
certamen pageant
certamen contest
formal formal
cerrado locked
cerrado closed
detalle detail
detalle details
tim tim
desaparecido vanished
desaparecido disappeared
desaparecido missing
sucede happens
simpson simpsons
simpson simpson
citado quoted
citado cited
yugoslavia yugoslav
yugoslavia yugoslavia
meta meta
meta goal
vegas vegas
ibn ibn
localiza locate
doctrina doctrine
dead dead
iban iban
cobre copper
separado separated
separado separately
separado separate
habitualmente habitually
habitualmente usually
coral coral
coral choral
creados created
posibilidades possibilities
line line
paciente patient
arias arias
memorias memories
memorias memoirs
tailandia bangkok
tailandia thailand
tailandia thai
pobre poor
telenovelas telenovelas
calcio calcium
calcio calcio
velasco velasco
precios prices
precios price
precios pricing
talento talents
talento talent
talento talented
virrey viceroy
frecuentes frequently
frecuentes common
frecuentes frequent
captura capture
captura captures
captura catching
captura catch
captura capturing
cervantes cervantes
antena aerial
antena antenna
parada stop
dientes tooth
dientes teeth
reemplazado replaced
marvel marvel
heart heart
retirarse retire
retirarse withdraw
republicana republican
marcado marking
marcado branded
marcado marked
puentes bridges
previo prior
previo previous
mora mora
beneficios profit
beneficios perks
beneficios benefits
beneficios profits
rodolfo rodolfo
rodolfo ralph
rodolfo rudolph
rodolfo rudolf
estima esteem
canaria canaria
canaria canarian
canaria canary
platino platinum
field field
gala gala
charlie charlie
hockey hockey
presentaciones presentations
presentaciones introductions
tablas tables
tablas boards
representaciones representations
representaciones depictions
representaciones representation
representaciones performances
ofensiva offensive
rector provost
rector rector
roy roy
coches cars
coches car
unesco unesco
incidente incident
alicia alicia
alicia alice
abogados attorneys
abogados solicitors
abogados lawyers
funcionarios officials
esperar waiting
esperar wait
atlas atlas
russell russell
rumbo course
rumbo heading
cruces crossings
cruces crosses
cruces cruces
negras black
rumania romania
magazine magazine
exactamente exactly
mira watch
mira look
mira mira
leo leo
opciones options
alcaldes mayors
legislativo legislative
legislativo legislature
oliver oliver
vencer vanquish
fortuna fortuna
fortuna fortunes
fortuna fortune
nova nova
localizada located
localizada localised
localizada localized
soria soria
warner warner
ramal branch
privadas privates
privadas private
last last
bernard bernard
matt matt
lanzar launch
modalidad mode
modalidad modality
accidentes accidents
accidentes accident
spider spider
adecuado appropriate
adecuado adequate
adecuado suitable
plena full
emitido issued
emitido emitted
venezolana venezuelan
sudamericana sudamericana
restantes remaining
electorales electoral
electorales election
sugiere suggest
sugiere suggests
palencia palencia
conforme compliant
apoyar supporting
casada married
misa mesa
misa mass
misa misa
reconoce recognises
reconoce recognize
reconoce recognizes
reconoce acknowledges
value value
relevantes relevant
magia magic
vender sell
vender selling
simples simple
houston houston
hard hard
part part
manejo handling
campamento campsite
campamento camp
campamento camping
dorado golden
dorado dorado
dorado gold
celular mobile
celular cell
celular cellular
celular cellphone
ryan ryan
armando armando
armando arming
armando arnold
armando armand
diarios diaries
diarios newspapers
diarios daily
diarios journals
pisos apartments
pisos floors
pisos flats
directiva directive
armenia armenian
armenia armenia
mina mina
mina mine
amateur amateur
consultado accessed
consultado consulted
gracia gracia
gracia grace
franklin franklin
viuda widowed
viuda widow
salazar salazar
pirineos pyrenees
acta acta
acta act
evidente obvious
evidente evident
rescate ransom
rescate salvage
rescate rescue
aceptar accepting
aceptar accept
relieve highlighting
relieve relief
considerable sizable
considerable sizeable
considerable considerable
integral integral
organizar organize
organizar organise
organizar arranging
organizar organizing
infante infant
infante infante
fundamentalmente essentially
fundamentalmente fundamentally
reducido reduced
athletic athletic
paula paula
sobrino nephew
come eat
come eats
guayaquil guayaquil
perros dogs
perros dog
cliente customer
cliente client
profundo deep
profundo profound
ruedas wheels
modificaciones modifications
modificaciones amendments
modificaciones alterations
modificaciones modification
modificaciones changes
aguirre aguirre
channel channel
down down
gallego galician
gallego gallego
asociados partners
asociados associates
mariscal marshall
mariscal marshal
mariscal quarterback
naranja orange
naranja oranges
autobuses bus
autobuses buses
embalse dam
embalse reservoir
americanos american
americanos americans
rayos rays
rayos ray
rayos lightning
ducado duke
ducado ducal
ducado duchy
aficionados amateurs
aficionados amateur
aficionados fans
representada represented
condados counties
marc marc
gordon gordon
multitud crowds
multitud multitude
multitud crowd
heredero heir
generar generating
generar generate
orilla shore
finalista finalist
licenciado graduate
licenciado licensed
espiritual spiritual
page page
carnaval carnaval
carnaval carnival
seno sine
seno breast
seno sinus
fort fort
playas beach
playas beaches
docente teacher
way way
aceptadas accepted
clark clark
sacerdotes priests
dirigentes leaders
shorts shorts
inaugurada inaugurated
modos ways
modos modes
descubrir discovering
descubrir discover
enfoque approach
enfoque focus
anne anne
industrias industries
mejoras enhancements
mejoras improvement
mejoras improvements
mejoras upgrades
publicar publish
publicar publishing
publicar post
publicar posting
irak iraq
llevando carrying
roque roque
queen queen
visitante visitor
institucional institutional
operador operator
investigador researcher
investigador investigator
negociaciones negotiation
negociaciones negotiating
negociaciones negotiations
serrano serrano
federales federal
federales feds
escritas written
amante lover
wayne wayne
holanda netherland
holanda netherlands
holanda holland
stadium stadium
arroz rice
dificultad difficulty
dificultad difficulties
sicilia sicily
dave dave
sustituido substituted
sustituido replaced
secundario secondary
hilo yarn
hilo thread
belga belgian
operativo operational
operativo operating
operativo operative
terminado completed
terminado finished
propone proposes
propone propose
extensa extensive
cabildo cabildo
organizada organised
organizada organized
armamento armament
armamento weapons
armamento armaments
armamento weaponry
profunda deep
profunda profound
link link
parroquias parishes
destacada featured
igualdad equality
conductor driver
conductor conductor
orleans orleans
krasnodar krasnodar
sabor taste
sabor flavor
sabor flavour
detenido arrested
detenido detained
detenido detainee
golden golden
nominado nominee
nominado nominated
alcanzado reached
alcanzado achieved
licenciatura bachelor
licenciatura degree
festivales festival
festivales festivals
elegidos chosen
elegidos elected
vale ok
vale okay
vale vale
christopher christopher
springer springer
jason jason
missouri missouri
surge emerges
surge arises
baviera bavaria
expertos experts
expertos expert
necesarios necessary
alaska alaskan
alaska alaska
asesino killer
asesino murderer
asesino assassin
permanece remain
prima premium
prima prima
prima cousin
manifestaciones demonstrations
manifestaciones manifestations
manifestaciones rallies
bolsa bag
bolsa purse
dedica devotes
dedica dedicates
elegida chosen
elegida elected
masas masses
masas mass
paralelo parallel
empezar start
empezar begin
demostrar prove
demostrar demonstrate
demostrado shown
demostrado proved
demostrado proven
demostrado demonstrated
fragmentos fragments
fragmentos snippets
acuerdos accords
acuerdos agreements
aparecido appeared
disputado contested
disputado disputed
ballet ballet
wikimedia wikimedia
moon moon
viajar travel
viajar travelling
viajar traveling
toros toros
toros bullfighting
toros bulls
escenarios scenarios
crece grow
crece grows
anuales yearly
anuales annual
lema motto
lema slogan
observa observe
malasia malaysia
malasia malaysian
adams adams
marinos sailors
marinos seamen
marinos marine
socio partner
condesa contessa
condesa countess
mencionar mentioning
mencionar mention
ross ross
version version
cumple birthday
asegurar insure
electricidad electricity
electricidad electrical
electricidad electric
sesiones sittings
sesiones sessions
robin robin
filial filial
filial subsidiary
pobladores settlers
madonna madonna
explicar explaining
explicar explain
colectivo collectives
colectivo collective
requisitos prerequisites
requisitos requisites
requisitos requirements
movie movie
pontificia pontifical
diana diana
diana diane
elevada high
elevada elevated
nieve snow
pares peer
pares pairs
pares peers
comunistas communists
comunistas communist
colina hill
cuerda rope
cuerda string
aplica implements
aplica apply
aplica applies
promocional promotional
chicas girls
vizcaya biscay
vizcaya vizcaya
jane jane
sentimientos sentiments
sentimientos feelings
relacionada related
aparato appliance
aparato apparatus
variables variable
variables variables
project project
poderoso mighty
poderoso powerful
antiguamente formerly
nacionalista nationalist
nacionalista nationalistic
combates combats
combates combat
combates fighting
alcanzando reaching
provisional interim
provisional provisional
funda founded
funda holster
jeff jeff
haga do
salinas saline
salinas salinas
venganza payback
venganza vengeance
venganza revenge
sajonia saxony
official official
exitosa successful
harvard harvard
bajista bassist
bruno bruce
bruno bruno
armado arming
armado armed
aux aux
acusado accused
acusado defendant
diosa goddess
acepta accepts
acepta accept
metropolitano metropolitan
ventana windows
ventana window
rusos russian
rusos russians
reservas reservations
reservas bookings
reservas reserves
reservas reservation
reservas booking
variaciones variations
lluvias rains
lluvias rainfall
lluvias rain
ventanas windows
sat sats
sat sat
rojos reds
beneficio profit
beneficio benefit
descarga download
visitar visit
visitar visiting
herencia heritage
herencia legacy
herencia inherit
herencia inheritance
vueltas laps
juntas together
juntas gaskets
aeronaves aircraft
madagascar madagascar
extremos ends
extremos extremes
extremos extreme
plato dish
plato plate
plato plato
eugenio eugen
eugenio eugenio
eugenio eugene
claude claude
dir dir
instrumental instrumental
gravedad gravity
gravedad severity
competir compete
competir competing
ferrocarriles railways
ferrocarriles railroads
ferrocarriles railway
planos blueprints
planos plans
planos planes
pozo pit
pozo well
pozo pozo
plataformas platforms
plataformas platform
jonathan jonathan
pecho chest
pecho breast
prestigio prestigious
prestigio prestige
campesinos peasant
campesinos farmers
campesinos peasants
kelly kelly
story story
aumenta increase
aumenta increases
biblia bible
seria serious
negativa refusal
negativa negative
costumbre custom
patricia patricia
georges georges
huelva huelva
ball ball
logros achievements
logros accomplishments
logros achievement
comprar purchase
comprar buy
comprar buying
enterrado buried
herido injured
herido wounded
herido hurt
formados formed
cubierto covered
mental mental
mental mentally
franz franz
principado principality
alegre cheerful
alegre joyful
alegre merry
relativa relative
suelos soils
suelos floors
suelos flooring
suelos soil
destacando stressing
destacando emphasizing
oaxaca oaxaca
unida united
consiguiendo getting
recurso resource
rubio blonde
rubio blondie
rubio blond
rubio rubio
financiera financial
vela candle
vela sail
vela vela
vela sailing
creek creek
voleibol volleyball
conjuntos ensembles
conjuntos sets
demuestra demonstrates
rolling rolling
competencias competencies
competencias skills
competencias competences
competencias competitions
competencias competence
talla size
vistas view
vistas views
bafta bafta
personalidades personalities
experiencias experiences
experiencias experience
austin austin
giras tours
giras touring
sesenta sixty
sesenta sixties
cannes cannes
litoral littoral
litoral shoreline
litoral coastline
litoral coastal
litoral coast
fases phases
fases stages
franja stripe
franja strip
fundamentales fundamental
fundamentales fundamentals
piensa think
piensa thinks
mozart mozart
set set
sufre suffer
sufre suffers
vocales vocals
vocales vowels
vocales vocal
perdidos lost
pesado heavy
sorpresa surprise
cruce crossing
cruce intersection
cruce crossroads
cruce cross
descendencia descent
descendencia descendants
descendencia progeny
descendencia offspring
infantiles infantile
infantiles childish
infantiles childrens
yacimientos deposits
badajoz badajoz
romance romance
distinto different
jueves thursday
abandonado abandoned
abandonado forsaken
instancia instance
reuniones meetings
reuniones meeting
instrucciones directions
instrucciones instructions
tengan have
pascual pascual
jalisco jalisco
muralla wall
muralla rampart
edition edition
cura priest
cura cure
cura cures
hispano hispanic
hispano hispano
interpretando interpreting
milenio millenium
milenio millennium
ligero light
ligero slight
ligero lightweight
sagrado sacred
empresarios entrepreneurs
empresarios employers
empresarios businessmen
matriz array
matriz matrix
sara sarah
sara sara
marshall marshall
sebastian sebastian
pase pass
wilhelm wilhelm
sarmiento sarmiento
condenado convicted
condenado sentenced
condenado condemned
condenado doomed
caliente hot
caliente warm
caliente horny
deciden decide
hembras females
hembras female
corredor runner
corredor jogger
corredor broker
corredor corridor
rostro face
baker baker
bad bad
mexico mexico
tito tito
tito titus
point point
corporation corporation
ine ine
visitas visitors
visitas visits
visitas visiting
otto otto
condes earls
condes counts
colonos settler
colonos colonists
colonos settlers
boda wedding
gobernadores governors
ganados earned
ganados won
mecanismos mechanisms
entrantes starters
entrantes inbound
entrantes incoming
trasladado moved
trasladado transferred
trasladado relocated
construidos built
construidos constructed
gen gene
gen gen
lleno crowded
lleno full
lleno packed
lleno filled
colaborador collaborating
colaborador collaborator
colaborador contributor
sentencia sentencing
sentencia judgement
sentencia judgment
sentencia sentence
varones males
incorpora incorporate
incorpora incorporates
abandono abandon
abandono dropout
abandono abandonment
abandono neglect
clasificados classified
clasificados classifieds
trazado layout
trazado charted
kennedy kennedy
subsp subsp
defensores defenders
defensores advocates
financiero financial
financiero financier
gay gay
check check
anualmente yearly
anualmente annually
anualmente annual
asentamientos settlements
lector reader
conducta behaviour
conducta behavior
conducta conduct
oral oral
protegido protected
recomienda recommends
recomienda recommend
recomienda recommended
representando representing
socialistas socialists
socialistas socialist
postura stance
postura posture
provoca provokes
sarah sarah
socios partners
socios associates
arteria artery
pri pri
protegidas protected
amazonas amazons
amazonas amazon
amazonas amazonas
visible visible
grant grant
templos temples
templos temple
anfibios amphibious
anfibios amphibian
anfibios amphibians
islam islam
adyacentes adjacent
misiles missiles
misiles missile
tejido knitting
tejido fabric
tejido tissue
tejido weaving
tejido woven
aprobado approved
establecida established
studios studios
apodo nickname
emergencia emergencies
emergencia emergency
canta sing
canta sings
constantemente constantly
constantemente steadily
limitado limited
nombrada named
enviar send
enviar submit
soul soul
intendente quartermaster
intendente mayor
intendente bailiff
preguntas faq
preguntas questions
oscura dark
oscura obscure
wwe wwe
memorial memorial
humanas human
estadios stadiums
estadios arenas
vigilancia vigilance
vigilancia monitoring
vigilancia surveillance
bibliotecarios librarians
bibliotecarios librarian
montreal montreal
barrera barrera
barrera barrier
permitiendo permitting
permitiendo allowing
aprender learning
aprender learn
estatura stature
estatura height
tarjetas cards
tarjetas card
catalunya catalunya
catalunya catalonia
baby baby
imprenta printing
tesoro treasure
tesoro treasury
macedonia macedon
macedonia macedonia
ali ali
pianista pianist
facilitar facilitating
facilitar facilitate
bits bit
bits bits
patrona patron
patrona landlady
aparecieron appeared
presidenciales presidential
maestra teacher
sancho sancho
continuo continuum
continuo continuous
continuo continued
vecino neighbour
vecino neighbor
consejos advices
consejos councils
consejos tips
consejos advice
legado legacy
chicos boys
chicos guys
guitarras guitars
componente constituent
componente component
externa external
ebro ebro
vegetales vegetable
vegetales vegetables
vegetales veggies
vegetales veg
lawrence lawrence
dragon dragon
signo sign
espejo mirror
finalidad purpose
iso iso
virtud virtue
teclado keyboards
teclado keyboard
feliz happy
recoge collects
mapas maps
mapas map
molecular molecular
ciudadano citizen
concretamente concretely
concretamente specifically
existir exist
protocolo protocol
malvinas falklands
malvinas falkland
malvinas malvinas
dallas dallas
capturado captured
cerrada locked
cerrada closed
huesca huesca
batman batman
continuidad continuity
hablando talking
hablando speaking
asesor adviser
asesor consultant
asesor advisor
restaurante restaurant
tanques tank
tanques tanks
informes reporting
informes reports
misterio mystery
harris harris
division division
expresa expresses
expresa express
planetas planets
sexuales sexual
sexuales sex
espalda back
espalda backs
postal postcard
postal postal
signos signs
administrador admin
administrador administrator
administrador manager
noches nights
noches night
estrecha narrows
estrecha narrow
